17,59,8,0
17,59,8,0
17,59,8,0
17,59,8,0
17,59,8,0
17,59,8,0
17,59,8,0
17,58,8,0
23,62,8,0
23,64,9,0
22,69,8,0
29,73,8,0
28,84,8,0
31,94,8,0
37,103,8,0
42,106,8,0
45,103,8,0
47,102,8,0
51,116,8,0
60,130,9,0
57,136,9,0
63,136,9,0
64,138,9,0
64,135,10,0
81,142,10,0
77,157,10,0
73,167,10,0
69,165,10,0
69,171,11,0
65,168,11,0
61,171,11,0
67,176,11,0
70,164,13,0
67,158,21,0
80,161,31,0
74,149,42,0
74,145,61,0
69,143,78,0
64,137,99,0
64,133,209,0
66,137,222,0
63,133,230,0
60,136,272,0
56,126,321,0
55,117,373,0
59,114,452,0
57,111,444,0
58,110,448,0
55,105,492,0
54,100,478,0
51,94,445,0
48,90,475,0
45,86,474,0
43,84,462,0
41,80,425,0
38,77,388,0
37,75,355,0
35,75,321,0
33,71,290,0
34,67,262,0
34,63,237,0
35,64,215,0
55,62,195,0
70,62,177,0
65,62,160,0
68,65,145,0
78,66,132,0
79,67,120,0
77,75,109,0
74,71,99,0
72,75,91,0
70,73,83,0
66,76,77,0
63,71,72,0
61,68,68,0
60,64,63,0
56,65,60,0
53,63,57,0
50,61,54,0
47,57,52,0
45,55,51,0
42,57,49,0
40,53,49,0
38,54,48,0
37,52,46,0
35,50,44,0
33,48,44,0
32,45,43,0
31,45,41,0
30,43,41,0
29,42,39,0
28,41,36,0
27,40,35,0
26,41,33,0
25,39,31,0
25,37,29,0
24,37,27,0
23,35,25,0
23,35,24,0
28,36,22,0
27,37,21,0
26,37,20,0
27,37,19,0
26,39,18,0
25,38,17,0
25,38,16,0
29,38,16,0
28,36,15,0
27,36,14,0
26,34,14,0
27,33,13,0
26,32,13,0
25,32,12,0
25,30,12,0
24,33,12,0
26,37,11,0
25,35,11,0
24,34,11,0
24,34,11,0
23,35,10,0
23,35,10,0
22,36,10,0
22,34,10,0
21,32,10,0
21,31,9,0
20,31,9,0
20,31,9,0
20,31,9,0
20,32,9,0
19,35,9,0
26,41,9,0
39,41,9,0
37,40,9,0
37,38,9,0
36,36,9,0
35,35,9,0
34,36,9,0
33,38,9,0
32,40,9,0
31,40,9,0
30,39,9,0
29,38,9,0
28,36,8,0
27,36,9,0
27,36,9,0
26,35,9,0
26,34,9,0
25,34,8,0
24,34,8,0
24,32,8,0
24,31,9,0
23,32,8,0
23,31,8,0
22,30,9,0
22,31,8,0
21,32,8,0
21,31,9,0
21,32,8,0
20,33,8,0
20,33,9,0
20,34,9,0
19,35,9,0
19,36,8,0
19,35,8,0
19,35,9,0
19,36,8,0
18,35,8,0
18,34,8,0
18,35,9,0
18,35,8,0
18,34,8,0
18,34,8,0
18,33,8,0
18,32,8,0
18,31,8,0
17,31,8,0
17,30,8,0
17,29,8,0
17,29,8,0
17,29,8,0
17,28,8,0
17,27,8,0
17,27,8,0
17,27,8,0
17,26,8,0
17,26,8,0
17,27,8,0
17,26,8,0
17,25,8,0
17,26,8,0
17,25,8,0
17,24,8,0
17,23,8,0
17,24,8,0
16,24,8,0
17,23,8,0
17,24,8,0
17,27,8,0
17,27,8,0
17,26,8,0
17,26,8,0
17,25,8,0
16,24,8,0
16,24,8,0
17,24,8,0
17,23,8,0
17,23,8,0
16,24,8,0
17,23,8,0
17,23,8,0
16,23,8,0
16,23,8,0
16,22,8,0
17,23,8,0
17,23,8,0
16,22,8,0
17,22,8,0
17,22,8,0
16,22,8,0
16,21,8,0
17,21,8,0
17,22,8,0
16,21,8,0
17,20,8,0
16,22,8,0
16,22,8,0
17,22,8,0
17,22,8,0
17,21,8,0
17,20,8,0
17,20,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,18,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,16,8,0
17,16,8,0
17,16,8,0
17,16,8,0
16,16,8,0
17,16,8,0
17,17,8,0
17,16,8,0
17,16,8,0
17,17,8,0
17,17,8,0
17,16,8,0
17,16,8,0
17,16,8,0
17,16,8,0
17,16,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,18,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,19,8,0
17,18,8,0
17,18,8,0
17,19,8,0
17,19,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,18,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
17,17,8,0
