9.0,17.0,141.0
9.0,16.0,197.0
9.0,16.0,225.0
9.0,17.0,226.0
9.0,16.0,207.0
9.0,16.0,200.0
9.0,17.0,199.0
9.0,16.0,210.0
9.0,17.0,272.0
10.0,17.0,325.0
12.0,17.0,325.0
11.0,17.0,337.0
16.0,32.0,333.0
19.0,40.0,331.0
27.0,74.0,338.0
25.0,84.0,342.0
27.0,97.0,371.0
29.0,122.0,385.0
39.0,130.0,370.0
44.0,125.0,376.0
46.0,119.0,395.0
46.0,116.0,400.0
45.0,123.0,401.0
63.0,124.0,397.0
69.0,125.0,388.0
77.0,134.0,378.0
100.0,132.0,365.0
98.0,120.0,358.0
90.0,107.0,390.0
81.0,101.0,417.0
74.0,92.0,388.0
71.0,82.0,351.0
74.0,74.0,332.0
72.0,69.0,299.0
66.0,63.0,267.0
60.0,57.0,250.0
55.0,56.0,247.0
51.0,51.0,230.0
53.0,47.0,206.0
47.0,43.0,205.0
43.0,40.0,191.0
38.0,37.0,177.0
34.0,34.0,159.0
31.0,32.0,146.0
29.0,33.0,142.0
26.0,31.0,136.0
23.0,29.0,132.0
21.0,27.0,130.0
19.0,26.0,131.0
17.0,25.0,120.0
16.0,24.0,108.0
15.0,23.0,98.0
14.0,22.0,90.0
13.0,21.0,85.0
13.0,21.0,79.0
12.0,20.0,79.0
11.0,20.0,75.0
11.0,19.0,74.0
10.0,19.0,74.0
10.0,19.0,69.0
10.0,18.0,66.0
10.0,18.0,66.0
10.0,18.0,61.0
10.0,18.0,56.0
9.0,17.0,54.0
9.0,17.0,54.0
9.0,17.0,52.0
9.0,17.0,52.0
9.0,17.0,51.0
9.0,17.0,49.0
9.0,17.0,50.0
9.0,17.0,50.0
9.0,17.0,47.0
9.0,17.0,49.0
9.0,17.0,50.0
9.0,16.0,53.0
9.0,16.0,51.0
9.0,16.0,51.0
9.0,17.0,51.0
9.0,16.0,51.0
9.0,17.0,58.0
9.0,17.0,58.0
9.0,17.0,58.0
9.0,17.0,53.0
9.0,17.0,49.0
9.0,17.0,51.0
9.0,17.0,59.0
9.0,16.0,58.0
8.0,17.0,55.0
9.0,17.0,50.0
9.0,17.0,54.0
8.0,17.0,52.0
9.0,17.0,49.0
8.0,16.0,52.0
8.0,16.0,53.0
8.0,16.0,51.0
8.0,17.0,48.0
8.0,17.0,50.0
8.0,17.0,47.0
8.0,17.0,45.0
