10.0,16.0,149.0
10.0,17.0,193.0
10.0,17.0,194.0
10.0,17.0,217.0
10.0,17.0,217.0
10.0,17.0,241.0
10.0,17.0,299.0
11.0,16.0,309.0
11.0,17.0,333.0
12.0,17.0,331.0
15.0,17.0,321.0
20.0,17.0,336.0
22.0,19.0,367.0
35.0,21.0,367.0
34.0,20.0,354.0
71.0,20.0,330.0
109.0,43.0,320.0
141.0,54.0,312.0
169.0,147.0,306.0
308.0,176.0,308.0
355.0,183.0,307.0
414.0,207.0,297.0
441.0,246.0,284.0
507.0,262.0,271.0
497.0,273.0,254.0
435.0,253.0,233.0
390.0,225.0,218.0
368.0,199.0,207.0
330.0,175.0,195.0
316.0,155.0,180.0
287.0,137.0,161.0
256.0,121.0,142.0
231.0,108.0,126.0
214.0,96.0,121.0
236.0,86.0,116.0
211.0,77.0,115.0
204.0,70.0,116.0
189.0,63.0,122.0
174.0,57.0,120.0
159.0,52.0,134.0
146.0,47.0,125.0
134.0,43.0,121.0
123.0,40.0,121.0
114.0,37.0,127.0
106.0,34.0,133.0
96.0,32.0,132.0
87.0,30.0,135.0
77.0,28.0,134.0
67.0,27.0,133.0
59.0,26.0,129.0
51.0,24.0,131.0
45.0,23.0,129.0
40.0,22.0,117.0
36.0,22.0,109.0
32.0,21.0,105.0
29.0,20.0,101.0
26.0,20.0,93.0
23.0,19.0,93.0
21.0,19.0,85.0
20.0,19.0,91.0
18.0,19.0,88.0
17.0,18.0,89.0
17.0,18.0,81.0
17.0,18.0,79.0
16.0,18.0,75.0
16.0,18.0,68.0
17.0,18.0,66.0
16.0,17.0,61.0
15.0,17.0,57.0
15.0,17.0,53.0
14.0,17.0,50.0
14.0,17.0,47.0
13.0,17.0,45.0
13.0,17.0,43.0
12.0,17.0,41.0
12.0,17.0,40.0
11.0,17.0,38.0
11.0,17.0,36.0
11.0,17.0,33.0
10.0,17.0,31.0
10.0,17.0,29.0
10.0,17.0,27.0
10.0,17.0,25.0
10.0,17.0,24.0
9.0,17.0,23.0
9.0,17.0,23.0
9.0,17.0,23.0
9.0,17.0,22.0
9.0,17.0,22.0
9.0,17.0,22.0
9.0,17.0,21.0
9.0,17.0,20.0
9.0,17.0,21.0
9.0,17.0,21.0
9.0,17.0,20.0
9.0,17.0,19.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,20.0
9.0,17.0,20.0
