14.0,92.0,92.0
22.0,116.0,95.0
25.0,130.0,114.0
32.0,189.0,115.0
46.0,175.0,129.0
55.0,181.0,152.0
56.0,176.0,155.0
60.0,180.0,151.0
65.0,173.0,192.0
62.0,153.0,184.0
55.0,156.0,182.0
57.0,147.0,194.0
52.0,158.0,184.0
48.0,159.0,201.0
51.0,160.0,190.0
48.0,156.0,179.0
45.0,156.0,193.0
46.0,168.0,186.0
46.0,171.0,172.0
53.0,164.0,179.0
49.0,152.0,175.0
49.0,141.0,171.0
47.0,129.0,152.0
45.0,122.0,147.0
42.0,109.0,155.0
39.0,97.0,161.0
35.0,87.0,156.0
31.0,78.0,147.0
28.0,71.0,132.0
29.0,66.0,122.0
34.0,62.0,117.0
31.0,71.0,111.0
28.0,64.0,107.0
27.0,58.0,108.0
24.0,53.0,111.0
22.0,49.0,126.0
23.0,52.0,124.0
30.0,50.0,116.0
33.0,49.0,121.0
38.0,52.0,128.0
37.0,48.0,154.0
35.0,46.0,161.0
32.0,52.0,169.0
29.0,47.0,156.0
26.0,44.0,164.0
24.0,41.0,159.0
22.0,40.0,169.0
20.0,37.0,165.0
19.0,34.0,152.0
18.0,32.0,139.0
16.0,30.0,130.0
16.0,28.0,129.0
14.0,27.0,121.0
14.0,26.0,108.0
13.0,24.0,103.0
12.0,23.0,97.0
12.0,22.0,95.0
11.0,23.0,88.0
11.0,22.0,80.0
10.0,21.0,83.0
10.0,20.0,93.0
10.0,20.0,87.0
10.0,19.0,81.0
10.0,19.0,74.0
9.0,19.0,76.0
10.0,19.0,88.0
9.0,18.0,86.0
9.0,19.0,81.0
9.0,18.0,90.0
9.0,19.0,92.0
9.0,19.0,87.0
9.0,18.0,86.0
9.0,18.0,84.0
9.0,18.0,122.0
8.0,18.0,130.0
9.0,17.0,127.0
9.0,17.0,112.0
9.0,17.0,100.0
9.0,17.0,97.0
9.0,17.0,118.0
9.0,17.0,113.0
9.0,18.0,101.0
9.0,18.0,95.0
9.0,18.0,88.0
9.0,17.0,87.0
9.0,17.0,84.0
9.0,17.0,86.0
9.0,17.0,87.0
9.0,17.0,83.0
9.0,22.0,82.0
9.0,22.0,86.0
9.0,21.0,79.0
9.0,21.0,74.0
9.0,20.0,79.0
10.0,20.0,88.0
9.0,19.0,83.0
9.0,19.0,88.0
9.0,19.0,85.0
9.0,18.0,87.0
9.0,18.0,85.0
