11.0,18.0,259.0
11.0,18.0,389.0
10.0,18.0,391.0
13.0,18.0,428.0
13.0,19.0,402.0
14.0,20.0,510.0
14.0,19.0,605.0
15.0,23.0,606.0
14.0,25.0,621.0
17.0,24.0,622.0
17.0,23.0,618.0
16.0,23.0,577.0
15.0,24.0,547.0
15.0,27.0,646.0
14.0,25.0,656.0
13.0,24.0,626.0
12.0,24.0,565.0
12.0,23.0,577.0
11.0,22.0,569.0
11.0,21.0,529.0
11.0,21.0,526.0
10.0,20.0,512.0
10.0,20.0,510.0
10.0,19.0,491.0
9.0,19.0,494.0
9.0,19.0,463.0
9.0,18.0,476.0
9.0,18.0,450.0
9.0,18.0,422.0
9.0,18.0,414.0
9.0,18.0,448.0
9.0,18.0,446.0
9.0,18.0,411.0
9.0,17.0,379.0
9.0,17.0,433.0
9.0,17.0,443.0
9.0,17.0,442.0
9.0,17.0,453.0
9.0,17.0,420.0
9.0,17.0,418.0
9.0,17.0,431.0
9.0,17.0,477.0
9.0,17.0,485.0
9.0,17.0,526.0
9.0,17.0,476.0
9.0,17.0,491.0
9.0,17.0,503.0
9.0,17.0,490.0
9.0,17.0,475.0
9.0,17.0,585.0
9.0,17.0,554.0
9.0,17.0,518.0
9.0,17.0,480.0
9.0,17.0,486.0
9.0,17.0,464.0
9.0,17.0,434.0
8.0,17.0,393.0
8.0,17.0,435.0
8.0,17.0,411.0
9.0,17.0,367.0
8.0,17.0,334.0
9.0,17.0,339.0
9.0,17.0,351.0
9.0,17.0,350.0
8.0,17.0,356.0
9.0,17.0,367.0
9.0,17.0,350.0
8.0,17.0,329.0
8.0,17.0,337.0
8.0,17.0,383.0
8.0,17.0,345.0
9.0,17.0,313.0
8.0,17.0,322.0
8.0,17.0,325.0
8.0,17.0,311.0
8.0,17.0,288.0
9.0,17.0,270.0
8.0,17.0,328.0
8.0,17.0,317.0
8.0,17.0,315.0
8.0,17.0,302.0
8.0,17.0,288.0
8.0,17.0,262.0
8.0,17.0,240.0
8.0,17.0,258.0
8.0,17.0,301.0
8.0,17.0,284.0
8.0,17.0,306.0
8.0,17.0,302.0
8.0,17.0,306.0
8.0,17.0,281.0
8.0,17.0,289.0
8.0,17.0,312.0
8.0,17.0,282.0
8.0,17.0,262.0
8.0,17.0,261.0
8.0,17.0,279.0
8.0,17.0,296.0
8.0,17.0,304.0
8.0,17.0,286.0
8.0,17.0,260.0
8.0,17.0,235.0
8.0,17.0,230.0
8.0,17.0,219.0
8.0,17.0,203.0
9.0,17.0,221.0
8.0,17.0,196.0
8.0,17.0,185.0
8.0,17.0,174.0
8.0,17.0,154.0
8.0,17.0,145.0
8.0,17.0,130.0
8.0,17.0,119.0
8.0,17.0,127.0
8.0,17.0,124.0
8.0,17.0,114.0
8.0,17.0,107.0
8.0,17.0,94.0
8.0,17.0,85.0
8.0,17.0,140.0
8.0,17.0,130.0
8.0,17.0,114.0
8.0,17.0,110.0
8.0,17.0,109.0
8.0,17.0,101.0
8.0,17.0,96.0
8.0,17.0,91.0
8.0,17.0,83.0
8.0,17.0,78.0
8.0,17.0,87.0
8.0,17.0,79.0
8.0,17.0,72.0
8.0,17.0,64.0
8.0,17.0,57.0
8.0,17.0,52.0
8.0,17.0,47.0
8.0,17.0,43.0
8.0,17.0,40.0
8.0,17.0,36.0
8.0,17.0,33.0
8.0,17.0,31.0
8.0,17.0,30.0
8.0,17.0,28.0
8.0,17.0,26.0
8.0,17.0,25.0
8.0,17.0,24.0
8.0,17.0,23.0
8.0,17.0,23.0
8.0,17.0,24.0
8.0,17.0,28.0
8.0,17.0,29.0
8.0,17.0,29.0
8.0,17.0,31.0
8.0,17.0,31.0
8.0,17.0,33.0
8.0,17.0,34.0
8.0,17.0,37.0
8.0,17.0,37.0
8.0,17.0,39.0
8.0,17.0,40.0
8.0,17.0,39.0
8.0,17.0,43.0
8.0,17.0,46.0
8.0,17.0,46.0
8.0,17.0,46.0
8.0,17.0,47.0
8.0,17.0,46.0
8.0,17.0,46.0
9.0,17.0,45.0
8.0,17.0,45.0
9.0,17.0,47.0
9.0,17.0,45.0
9.0,17.0,44.0
9.0,17.0,43.0
9.0,17.0,45.0
9.0,17.0,43.0
9.0,17.0,46.0
9.0,17.0,47.0
9.0,17.0,48.0
9.0,17.0,47.0
9.0,17.0,49.0
8.0,17.0,50.0
9.0,17.0,55.0
9.0,17.0,59.0
9.0,17.0,62.0
9.0,17.0,64.0
9.0,17.0,62.0
9.0,17.0,60.0
9.0,17.0,61.0
9.0,17.0,59.0
9.0,17.0,63.0
9.0,17.0,62.0
9.0,17.0,60.0
9.0,17.0,62.0
9.0,17.0,60.0
8.0,17.0,59.0
9.0,17.0,61.0
9.0,17.0,62.0
9.0,17.0,63.0
9.0,17.0,60.0
9.0,17.0,60.0
9.0,17.0,65.0
9.0,17.0,66.0
9.0,17.0,65.0
9.0,17.0,68.0
9.0,17.0,67.0
9.0,17.0,69.0
9.0,17.0,69.0
9.0,17.0,71.0
9.0,17.0,69.0
9.0,17.0,68.0
9.0,17.0,65.0
9.0,17.0,64.0
9.0,17.0,63.0
9.0,17.0,62.0
9.0,17.0,59.0
9.0,17.0,58.0
9.0,17.0,58.0
9.0,17.0,57.0
9.0,17.0,54.0
9.0,17.0,50.0
9.0,17.0,51.0
9.0,17.0,49.0
9.0,17.0,48.0
9.0,17.0,47.0
9.0,17.0,45.0
9.0,17.0,43.0
9.0,17.0,41.0
9.0,17.0,42.0
9.0,17.0,42.0
9.0,17.0,42.0
9.0,17.0,44.0
9.0,17.0,42.0
9.0,17.0,41.0
9.0,17.0,42.0
9.0,17.0,41.0
9.0,17.0,41.0
9.0,17.0,40.0
9.0,17.0,38.0
9.0,17.0,38.0
9.0,17.0,38.0
9.0,17.0,36.0
9.0,17.0,36.0
9.0,17.0,33.0
9.0,17.0,33.0
9.0,17.0,31.0
9.0,17.0,29.0
9.0,17.0,27.0
9.0,17.0,27.0
9.0,17.0,25.0
9.0,17.0,24.0
9.0,17.0,23.0
9.0,17.0,22.0
9.0,17.0,21.0
9.0,17.0,20.0
9.0,17.0,19.0
9.0,17.0,19.0
8.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,18.0
9.0,17.0,18.0
9.0,17.0,17.0
9.0,17.0,18.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,18.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,17.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
8.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,16.0
9.0,17.0,17.0
9.0,17.0,16.0
9.0,17.0,17.0
9.0,17.0,18.0
9.0,17.0,17.0
9.0,17.0,18.0
