19,79,199,1510884
19,79,199,1511980
19,79,198,1513076
19,79,198,1517872
19,80,198,1529312
19,77,194,1540752
19,75,194,1552192
19,78,192,1563632
20,75,190,1575072
19,76,190,1586512
19,75,186,1597952
19,73,186,1609392
19,75,182,1620832
19,76,182,1632276
20,73,179,1643712
19,72,179,1655152
20,72,177,1666592
20,73,175,1678032
20,74,174,1689472
20,74,172,1700912
20,73,174,1712352
20,71,171,1723792
19,70,171,1735232
20,75,171,1746672
19,74,169,1758112
20,71,167,1769552
20,69,165,1780992
20,72,165,1792432
19,73,162,1803872
20,76,162,1815312
20,74,160,1826752
19,72,158,1838192
19,76,159,1849632
19,73,156,1861072
19,73,156,1872512
20,78,154,1883952
19,74,154,1895392
19,74,152,1906832
20,77,149,1918272
19,76,151,1929712
21,80,147,1941152
21,77,147,1952592
20,78,145,1964040
20,78,145,1975472
20,77,144,1986912
20,79,145,1998352
23,85,144,2009792
22,88,142,2021232
22,94,143,2032672
42,103,146,2044632
53,103,144,2056592
74,102,145,2068552
82,103,138,2080512
71,100,135,2092472
64,111,138,2104432
57,121,140,2116392
51,121,144,2128352
45,119,149,2140312
41,118,154,2152272
38,121,170,2164232
34,119,176,2176192
32,116,178,2188152
30,122,199,2200112
29,135,243,2212072
28,130,272,2224032
30,128,321,2235992
40,120,342,2247952
39,118,350,2259912
36,123,434,2271872
39,123,404,2283832
36,116,358,2295792
34,112,327,2307752
31,117,298,2319712
30,128,276,2331672
28,124,255,2343632
26,124,243,2355592
25,121,237,2367552
24,132,230,2379512
23,131,224,2391472
23,143,218,2403432
22,142,204,2415392
29,149,200,2427352
44,166,195,2439312
63,163,191,2451272
54,153,182,2463232
49,148,177,2475192
44,144,178,2487152
40,143,179,2499112
36,144,182,2511072
34,135,178,2523032
31,134,177,2534992
30,129,174,2546952
28,126,174,2558912
27,127,172,2570872
26,120,167,2582832
25,117,162,2594792
24,109,158,2606752
23,110,153,2618712
27,114,153,2630676
28,114,148,2642632
27,110,147,2654592
26,109,144,2666552
24,102,142,2678512
24,101,144,2690472
27,102,142,2702432
26,111,144,2714392
25,112,141,2726352
24,107,136,2738312
24,101,133,2750272
22,99,132,2761712
25,96,130,2773152
27,92,125,2784592
25,87,123,2796032
24,84,120,2807472
24,85,119,2818912
23,83,117,2830356
23,83,113,2841792
22,83,112,2853232
21,80,110,2864672
21,76,109,2876112
21,74,108,2887552
21,75,108,2898992
21,74,106,2910432
20,70,103,2921872
26,71,103,2933312
31,73,105,2944752
28,71,103,2956192
28,73,103,2967632
26,74,105,2979072
25,72,106,2990512
24,72,108,3001952
24,70,109,3013392
24,69,111,3024832
34,78,113,3036272
32,85,118,3047712
30,83,122,3059152
28,82,124,3070592
26,80,127,3082032
25,79,128,3093472
24,79,130,3104912
23,76,133,3116352
24,75,132,3127792
28,79,139,3139232
26,78,142,3150672
25,81,146,3162120
24,80,146,3173552
24,83,149,3184992
22,79,151,3196432
22,78,153,3207872
22,77,154,3219312
22,77,157,3230752
21,76,160,3242192
21,77,161,3253632
21,78,164,3265072
20,78,165,3276512
21,78,168,3287952
20,77,170,3299392
20,80,172,3310832
20,81,175,3322272
20,79,177,3333712
19,78,180,3345152
20,77,182,3356592
20,77,183,3368032
19,77,184,3379472
19,77,185,3390912
19,77,187,3402352
19,79,187,3413792
19,82,190,3425232
19,80,191,3436672
19,80,192,3448112
19,77,194,3459552
19,78,194,3470992
19,80,195,3482432
19,77,194,3493872
19,77,196,3505312
19,76,196,3516752
19,76,197,3528192
21,73,196,3539632
27,77,195,3551072
25,79,198,3562516
24,77,198,3573952
24,76,199,3585392
23,75,201,3596832
22,76,201,3608272
22,75,202,3619712
21,74,201,3631152
21,72,202,3642592
20,73,200,3654032
20,75,202,3665472
20,72,201,3676912
20,72,200,3688352
20,71,201,3699792
20,73,201,3711232
20,72,201,3722672
20,74,199,3734112
20,74,200,3745552
19,73,200,3756992
19,74,199,3768432
19,77,200,3779872
19,77,201,3791312
19,75,203,3802752
19,75,201,3814192
19,73,202,3825632
19,72,201,3837072
19,70,201,3848512
19,70,200,3859952
19,70,199,3871392
19,69,201,3882832
19,68,198,3894280
19,70,198,3905712
19,70,194,3917152
19,69,195,3928592
19,72,193,3940032
19,73,192,3951472
